url,timestamp
https://www.gramerkagoj.com/details.php?id=82661&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=টানা-বৃষ্টিতে-নাকাল-জনজীবন,2024-09-16T14:59:04.160693
https://www.gramerkagoj.com/details.php?id=82663&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=অগ্নিসংযোগে-২৪-হত্যা-ঘটনার-তদন্ত-চান-ভুক্তভোগী-পরিবারের-সদস্যরা,2024-09-16T14:59:04.236769
https://www.gramerkagoj.com/details.php?id=82662&tag=স্বাস্থ্যকথা&slug=চল্লিশের-পর-স্মৃতিশক্তি-ধারালো-রাখতে-যা-খাবেন,2024-09-16T14:59:04.288435
https://www.gramerkagoj.com/details.php?id=82660&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=সংস্কারের-মাধ্যমে-যশোরকে-রোলমডেল-করতে-হবে,2024-09-16T14:59:04.356535
https://www.gramerkagoj.com/details.php?id=82659&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=যশোরে-২৪-ঘণ্টায়-১২-জনের-ডেঙ্গু-শনাক্ত,2024-09-16T14:59:04.420862
https://www.gramerkagoj.com/details.php?id=82658&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=রূপদিয়ায়-সড়ক-দুর্ঘটনায়-একই-পরিবারের-৯-জন-আহত,2024-09-16T14:59:04.488081
https://www.gramerkagoj.com/details.php?id=82657&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=মধুসূদনের-স্মৃতি-বিজড়িত-কাঠবাদাম-গাছটি-উপড়ে-গেলো-ঝড়ে,2024-09-16T14:59:04.557376
https://www.gramerkagoj.com/details.php?id=82656&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=অভয়নগরে-ছাত্রদল-নেতার-উপর-হামলা-প্রতিবাদে-বিক্ষোভ-মিছিল,2024-09-16T14:59:04.627734
https://www.gramerkagoj.com/details.php?id=82655&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=জামায়াত-নেতা-হত্যা-মামলায়-আসামি-সাবেক-দু’এমপিসহ-১৯-জন,2024-09-16T14:59:04.688138
https://www.gramerkagoj.com/details.php?id=82654&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=১৩-জনকে-অভিযুক্ত-করে-পুনঃচার্জশিট-ডিবির,2024-09-16T14:59:04.756422
https://www.gramerkagoj.com/details.php?id=82651&tag=অর্থনীতি&slug=আর্থিক-খাত-সংস্কারে-শতকোটি-ডলার-দেবে-বিশ্বব্যাংক,2024-09-16T14:59:04.845119
https://www.gramerkagoj.com/details.php?id=82647&tag=জাতীয়&slug=রেমিট্যান্স-এসেছে-১৪-হাজার-কোটি-টাকা,2024-09-16T14:59:04.904404
https://www.gramerkagoj.com/details.php?id=82640&tag=দক্ষিণ-পশ্চিমাঞ্চল&slug=ভারী-বৃষ্টিতে-শহরের-নিম্নাঞ্চল-প্লাবিত,2024-09-16T14:59:04.970928
https://www.gramerkagoj.com/details.php?id=82662&tag=%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A7%8D%E0%A6%AF%E0%A6%95%E0%A6%A5%E0%A6%BE&slug=%E0%A6%9A%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BF%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF-%E0%A6%A7%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%B2%E0%A7%8B-%E0%A6%B0%E0%A6%BE%E0%A6%96%E0%A6%A4%E0%A7%87-%E0%A6%AF%E0%A6%BE-%E0%A6%96%E0%A6%BE%E0%A6%AC%E0%A7%87%E0%A6%A8,2024-09-16T14:59:05.065386
